,Year,Country.Name,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total,Country_Year
1262,2012,Kyrgyzstan,KGZ,22051598336.0,5621583,4.07,1.76,0.494,4.016,0.817,4.672,0.0,0.0,9.998,0.04,0.03,0.01,0.04,0.0,0.03,Kyrgyzstan_2012
1263,2013,Kyrgyzstan,KGZ,24453877760.0,5731312,4.17,1.83,0.66,3.576,0.627,4.796,0.0,0.0,9.658,0.05,0.02,0.01,0.04,0.0,0.03,Kyrgyzstan_2013
1264,2014,Kyrgyzstan,KGZ,25441021952.0,5844521,4.36,1.89,0.675,4.503,0.517,4.4,0.0,0.0,10.095,0.05,0.03,0.01,0.04,0.0,0.03,Kyrgyzstan_2014
1265,2015,Kyrgyzstan,KGZ,26325837824.0,5959126,4.37,1.8,0.584,4.338,0.524,4.833,0.0,0.0,10.279,0.04,0.03,0.01,0.04,0.0,0.03,Kyrgyzstan_2015
1266,2016,Kyrgyzstan,KGZ,27316666368.0,6074327,4.48,1.84,0.508,3.481,0.546,5.111,0.0,0.0,9.646,0.03,0.02,0.01,0.04,0.0,0.03,Kyrgyzstan_2016
1267,2017,Kyrgyzstan,KGZ,28611477504.0,6189727,4.58,1.81,0.587,3.389,0.579,4.793,0.0,1.78e-15,9.348,0.04,0.02,0.01,0.04,0.0,0.03,Kyrgyzstan_2017
1269,1992,Latvia,LVA,24608100352.0,2620254,4.61,2.39,0.142,2.163,3.976,7.795,0.0,0.117,14.193,0.03,0.03,0.1,0.08,0.0,0.06,Latvia_1992
1271,1994,Latvia,LVA,21944829952.0,2543632,2.91,1.69,0.077,1.521,1.874,6.866,0.0,0.032,10.37,0.01,0.02,0.05,0.07,0.0,0.05,Latvia_1994
1273,1996,Latvia,LVA,21989048320.0,2478832,2.6,1.45,0.106,1.04,1.977,6.056,0.0,0.032,9.211,0.02,0.01,0.04,0.06,0.0,0.04,Latvia_1996
1274,1997,Latvia,LVA,23781386240.0,2453310,2.5,1.46,0.108,0.941,2.417,5.181,0.0,0.033,8.68,0.02,0.01,0.05,0.05,0.0,0.04,Latvia_1997
1275,1998,Latvia,LVA,25140078592.0,2430546,2.41,1.5,0.105,0.703,2.37,5.091,0.0,0.037,8.306,0.02,0.01,0.05,0.05,0.0,0.03,Latvia_1998
1276,1999,Latvia,LVA,25600796672.0,2408088,2.3,1.48,0.139,0.539,2.264,4.739,0.0,0.037,7.718,0.02,0.01,0.05,0.05,0.0,0.03,Latvia_1999
1277,2000,Latvia,LVA,26780788736.0,2384150,2.17,1.44,0.088,0.57,2.504,3.88,0.0,0.039,7.081,0.01,0.01,0.05,0.04,0.0,0.03,Latvia_2000
1278,2001,Latvia,LVA,28293371904.0,2358689,2.2,1.52,0.11,0.526,2.906,3.919,0.0,0.035,7.496,0.01,0.01,0.06,0.04,0.0,0.03,Latvia_2001
1279,2002,Latvia,LVA,30072958976.0,2332528,2.24,1.52,0.117,0.436,2.979,3.935,0.0,0.053,7.52,0.01,0.0,0.06,0.04,0.0,0.03,Latvia_2002
1280,2003,Latvia,LVA,32361883648.0,2305845,2.19,1.47,0.129,0.388,3.092,4.058,0.0,0.059,7.726,0.02,0.0,0.06,0.04,0.0,0.03,Latvia_2003
1281,2004,Latvia,LVA,34792599552.0,2278922,2.13,1.55,0.137,0.322,3.072,4.162,0.0,0.038,7.731,0.02,0.0,0.06,0.04,0.0,0.03,Latvia_2004
1282,2005,Latvia,LVA,38221836288.0,2251996,2.15,1.58,0.134,0.362,3.152,4.13,0.0,0.033,7.811,0.01,0.0,0.06,0.04,0.0,0.03,Latvia_2005
1283,2006,Latvia,LVA,42441265152.0,2225063,2.15,1.6,0.169,0.381,3.262,4.473,0.0,0.025,8.31,0.02,0.0,0.06,0.04,0.0,0.03,Latvia_2006
1284,2007,Latvia,LVA,46307684352.0,2198089,2.15,1.66,0.171,0.454,3.147,4.832,0.0,0.033,8.637,0.02,0.0,0.06,0.04,0.0,0.03,Latvia_2007
1286,2009,Latvia,LVA,37661278208.0,2144784,2.11,1.7,0.178,0.362,2.827,4.072,0.0,0.017,7.456,0.02,0.0,0.05,0.04,0.0,0.02,Latvia_2009
1287,2010,Latvia,LVA,35958493184.0,2118855,2.06,1.73,0.431,0.455,3.393,4.251,0.0,0.024,8.554,0.03,0.0,0.05,0.04,0.0,0.03,Latvia_2010
1288,2011,Latvia,LVA,37962579968.0,2093606,2.0,1.75,0.557,0.442,2.975,3.816,0.0,0.021,7.811,0.04,0.0,0.05,0.03,0.0,0.02,Latvia_2011
1289,2012,Latvia,LVA,39482474496.0,2069018,2.06,1.82,0.575,0.4,2.792,3.73,0.0,0.022,7.519,0.04,0.0,0.04,0.03,0.0,0.02,Latvia_2012
1290,2013,Latvia,LVA,40519245824.0,2044950,2.07,1.84,0.54,0.301,2.729,3.772,0.0,0.026,7.368,0.04,0.0,0.04,0.03,0.0,0.02,Latvia_2013
1291,2014,Latvia,LVA,41379799040.0,2021220,2.12,1.88,0.559,0.242,2.448,3.891,0.0,0.032,7.172,0.04,0.0,0.04,0.03,0.0,0.02,Latvia_2014
1292,2015,Latvia,LVA,42500100096.0,1997675,2.04,1.96,0.47,0.19,2.506,4.066,0.0,0.03,7.262,0.03,0.0,0.04,0.03,0.0,0.02,Latvia_2015
1293,2016,Latvia,LVA,43297222656.0,1974265,2.05,1.94,0.346,0.166,2.607,4.059,0.0,0.032,7.21,0.02,0.0,0.04,0.03,0.0,0.02,Latvia_2016
1294,2017,Latvia,LVA,44937031680.0,1951097,2.05,1.93,0.437,0.167,2.299,4.277,0.0,0.035,7.215,0.03,0.0,0.03,0.04,0.0,0.02,Latvia_2017
1295,2018,Latvia,LVA,46862479360.0,1928461,2.0,1.86,0.551,0.197,2.704,4.363,0.0,0.044,7.859,0.04,0.0,0.04,0.04,0.0,0.02,Latvia_2018
1296,1992,Libya,LBY,26617796608.0,4650896,56.2,1.16,0.941,0.015,9.215,22.929,3.924,0.0,37.024,0.18,0.0,0.23,0.25,1.65,0.16,Libya_1992
1297,1993,Libya,LBY,27601942528.0,4755134,59.22,1.2,0.94,0.011,8.897,25.533,3.327,0.0,38.708,0.17,0.0,0.22,0.28,1.42,0.17,Libya_1993
1298,1994,Libya,LBY,30319529984.0,4854871,65.58,1.18,1.551,0.015,9.178,29.605,3.404,0.0,43.752,0.26,0.0,0.22,0.32,1.44,0.19,Libya_1994
1299,1995,Libya,LBY,31943534592.0,4948796,68.88,1.26,1.308,0.015,9.064,31.878,3.426,0.0,45.69,0.21,0.0,0.22,0.34,1.46,0.19,Libya_1995
1300,1996,Libya,LBY,35211735040.0,5036173,69.88,1.23,1.444,0.015,9.757,29.818,3.481,0.0,44.514,0.23,0.0,0.22,0.31,1.47,0.18,Libya_1996
1301,1997,Libya,LBY,39983251456.0,5118008,65.39,1.2,1.025,0.015,10.189,30.72,3.557,0.0,45.506,0.16,0.0,0.23,0.31,1.46,0.19,Libya_1997
1302,1998,Libya,LBY,41617596416.0,5196774,65.4,1.28,1.217,0.0,10.189,31.739,2.664,0.0,45.808,0.19,0.0,0.23,0.32,1.15,0.19,Libya_1998
1303,1999,Libya,LBY,45257170944.0,5275921,60.7,1.38,1.215,0.0,7.925,33.35,2.565,0.0,45.055,0.18,0.0,0.17,0.33,1.15,0.18,Libya_1999
1305,2001,Libya,LBY,54225657856.0,5443249,60.48,1.21,1.208,0.0,10.076,34.563,2.616,0.0,48.463,0.16,0.0,0.21,0.33,0.96,0.19,Libya_2001
1306,2002,Libya,LBY,57785786368.0,5531097,58.22,1.3,1.324,0.0,10.431,33.833,2.598,7.11e-15,48.186,0.17,0.0,0.21,0.33,0.91,0.19,Libya_2002
1307,2003,Libya,LBY,70475227136.0,5620545,63.54,1.33,1.398,0.0,10.563,34.936,2.576,0.001,49.474,0.16,0.0,0.21,0.33,0.89,0.18,Libya_2003
1308,2004,Libya,LBY,79415615488.0,5710163,68.64,1.44,1.432,0.0,12.864,34.603,1.729,0.001,50.629,0.16,0.0,0.24,0.31,0.56,0.18,Libya_2004
1309,2005,Libya,LBY,94523187200.0,5798615,73.97,1.53,1.435,0.0,11.039,39.543,4.972,0.0,56.989,0.15,0.0,0.2,0.36,1.5,0.19,Libya_2005
1311,2007,Libya,LBY,123716000000.0,5974786,75.94,1.65,2.016,0.0,12.106,30.261,5.595,0.0,49.977,0.18,0.0,0.21,0.27,1.61,0.16,Libya_2007
1312,2008,Libya,LBY,153727000000.0,6058740,76.77,1.69,2.119,0.0,12.576,31.318,7.578,0.0,53.591,0.19,0.0,0.21,0.28,2.09,0.17,Libya_2008
1313,2009,Libya,LBY,165560000000.0,6133987,70.36,1.78,2.503,0.0,11.234,33.112,6.273,0.0,53.121,0.21,0.0,0.2,0.3,1.71,0.17,Libya_2009
1315,2011,Libya,LBY,79210020864.0,6247438,29.85,1.77,1.339,0.0,10.168,35.2,2.506,0.0,49.212,0.1,0.0,0.16,0.31,0.71,0.14,Libya_2011
1317,2013,Libya,LBY,80095117312.0,6320350,51.81,1.89,0.778,0.0,13.272,21.616,6.248,7.11e-15,41.914,0.05,0.0,0.2,0.19,1.69,0.12,Libya_2013
1318,2014,Libya,LBY,59998892032.0,6362039,34.53,1.82,2.712,0.0,18.719,41.33,8.629,0.0,71.39,0.18,0.0,0.28,0.36,2.26,0.2,Libya_2014
1319,2015,Libya,LBY,53558087680.0,6418315,33.72,1.72,1.937,0.0,15.671,32.034,8.541,0.001,58.184,0.13,0.0,0.23,0.27,2.29,0.16,Libya_2015
1320,2016,Libya,LBY,51938050048.0,6492160,33.83,1.81,1.647,0.0,20.134,25.549,6.156,0.0,53.485,0.11,0.0,0.29,0.21,1.59,0.15,Libya_2016
1322,2018,Libya,LBY,100416000000.0,6678565,58.8,1.81,2.402,0.0,17.535,25.903,7.522,0.0,53.362,0.15,0.0,0.24,0.21,1.82,0.15,Libya_2018
1323,1992,Lithuania,LTU,37861879808.0,3688103,7.35,4.76,0.755,1.662,6.29,12.119,0.034,0.341,21.201,0.14,0.02,0.16,0.13,0.01,0.09,Lithuania_1992
1326,1995,Lithuania,LTU,30095167488.0,3626609,5.18,3.65,0.308,0.979,4.566,9.063,0.057,0.119,15.092,0.05,0.01,0.11,0.1,0.02,0.06,Lithuania_1995
1327,1996,Lithuania,LTU,31645790208.0,3603756,5.01,4.12,0.318,0.895,4.927,9.449,0.086,0.098,15.773,0.05,0.01,0.11,0.1,0.04,0.07,Lithuania_1996
1328,1997,Lithuania,LTU,34267160576.0,3579911,5.01,4.23,0.366,0.738,4.548,9.349,0.109,0.086,15.196,0.06,0.01,0.1,0.1,0.05,0.06,Lithuania_1997
1330,1999,Lithuania,LTU,36398338048.0,3529189,4.6,4.47,0.346,0.548,4.032,8.39,0.085,0.082,13.483,0.05,0.01,0.09,0.08,0.04,0.05,Lithuania_1999
1331,2000,Lithuania,LTU,37788340224.0,3501842,4.42,4.68,0.293,0.378,4.53,6.494,0.11,0.071,11.876,0.04,0.0,0.1,0.06,0.04,0.05,Lithuania_2000
1332,2001,Lithuania,LTU,40252133376.0,3473623,4.16,4.74,0.283,0.342,4.642,7.156,0.123,0.081,12.627,0.04,0.0,0.1,0.07,0.05,0.05,Lithuania_2001
1333,2002,Lithuania,LTU,42971131904.0,3444777,4.2,4.99,0.29,0.548,4.739,6.937,0.115,0.07,12.699,0.04,0.01,0.1,0.07,0.04,0.05,Lithuania_2002
1336,2005,Lithuania,LTU,54504800256.0,3344259,4.26,5.57,0.383,0.763,5.552,7.238,0.113,0.068,14.117,0.04,0.01,0.1,0.07,0.03,0.05,Lithuania_2005
1337,2006,Lithuania,LTU,58536325120.0,3303329,4.22,5.52,0.515,1.03,5.517,7.177,0.106,0.089,14.434,0.05,0.01,0.1,0.06,0.03,0.05,Lithuania_2006
1338,2007,Lithuania,LTU,65020497920.0,3258984,4.23,6.3,0.524,1.025,6.552,7.56,0.083,0.08,15.824,0.05,0.01,0.11,0.07,0.02,0.05,Lithuania_2007
1339,2008,Lithuania,LTU,66724208640.0,3212867,4.07,6.0,0.454,0.867,5.836,7.829,0.141,0.076,15.203,0.04,0.01,0.1,0.07,0.04,0.05,Lithuania_2008
1340,2009,Lithuania,LTU,56833646592.0,3167270,3.93,3.92,0.284,0.689,4.921,6.893,0.228,0.027,13.042,0.02,0.01,0.09,0.06,0.06,0.04,Lithuania_2009
1341,2010,Lithuania,LTU,57760002048.0,3123825,3.88,3.82,0.289,0.843,5.664,6.848,0.258,0.043,13.945,0.02,0.01,0.09,0.06,0.07,0.04,Lithuania_2010
1342,2011,Lithuania,LTU,61248360448.0,3083402,3.72,4.16,0.32,0.973,6.16,6.526,0.244,0.07,14.293,0.02,0.01,0.1,0.06,0.07,0.04,Lithuania_2011
1343,2012,Lithuania,LTU,63596855296.0,3045561,3.69,3.98,0.395,0.95,5.937,6.76,0.233,0.07,14.345,0.03,0.01,0.09,0.06,0.06,0.04,Lithuania_2012
1344,2013,Lithuania,LTU,65826070528.0,3008938,3.58,3.74,0.461,1.092,4.914,6.552,0.265,0.071,13.355,0.03,0.01,0.08,0.06,0.07,0.04,Lithuania_2013
1345,2014,Lithuania,LTU,68128043008.0,2971498,3.48,3.81,0.401,0.921,4.635,6.81,0.251,0.089,13.107,0.03,0.01,0.07,0.06,0.07,0.04,Lithuania_2014
1346,2015,Lithuania,LTU,69339054080.0,2931872,3.45,3.82,0.518,0.736,4.649,7.132,0.207,0.077,13.319,0.04,0.0,0.07,0.06,0.06,0.04,Lithuania_2015
1347,2016,Lithuania,LTU,70911025152.0,2889555,3.35,3.68,0.452,0.749,4.149,7.677,0.251,0.073,13.351,0.03,0.01,0.06,0.06,0.06,0.04,Lithuania_2016
1348,2017,Lithuania,LTU,73923043328.0,2845419,3.27,3.72,0.45,0.801,4.279,7.764,0.224,0.054,13.572,0.03,0.01,0.06,0.06,0.05,0.04,Lithuania_2017
1349,2018,Lithuania,LTU,76617523200.0,2801270,3.12,3.57,0.511,0.859,3.949,8.084,0.254,0.039,13.696,0.03,0.01,0.05,0.07,0.06,0.04,Lithuania_2018
1350,1992,Luxembourg,LUX,15430616064.0,391397,0.61,0.32,0.52,5.54,1.122,4.963,0.0,0.065,12.21,0.1,0.07,0.03,0.05,0.0,0.05,Luxembourg_1992
1351,1993,Luxembourg,LUX,16017019904.0,396812,0.61,0.32,0.432,5.736,1.161,4.961,0.0,0.065,12.355,0.08,0.07,0.03,0.05,0.0,0.05,Luxembourg_1993
1352,1994,Luxembourg,LUX,16564453376.0,402435,0.6,0.32,0.487,4.844,1.174,4.97,0.0,0.067,11.542,0.08,0.06,0.03,0.05,0.0,0.05,Luxembourg_1994
1353,1995,Luxembourg,LUX,16736430080.0,408145,0.6,0.31,0.434,2.705,1.343,4.603,0.0,0.067,9.152,0.07,0.03,0.03,0.05,0.0,0.04,Luxembourg_1995
1357,1999,Luxembourg,LUX,20317839360.0,431263,0.61,0.34,0.465,0.444,1.546,5.606,0.0,0.067,8.128,0.07,0.01,0.03,0.06,0.0,0.03,Luxembourg_1999
1358,2000,Luxembourg,LUX,21906683904.0,436106,0.59,0.26,0.492,0.471,1.609,6.07,0.0,0.068,8.71,0.07,0.01,0.03,0.06,0.0,0.03,Luxembourg_2000
1360,2002,Luxembourg,LUX,23139020800.0,443727,0.59,0.34,0.443,0.371,2.54,6.561,0.0,0.069,9.984,0.06,0.0,0.05,0.06,0.0,0.04,Luxembourg_2002
1361,2003,Luxembourg,LUX,23425226752.0,447317,0.58,0.35,0.389,0.346,2.576,7.081,0.0,0.067,10.459,0.05,0.0,0.05,0.07,0.0,0.04,Luxembourg_2003
1362,2004,Luxembourg,LUX,24177319936.0,451822,0.58,0.38,0.427,0.385,2.859,8.087,0.0,0.071,11.829,0.05,0.0,0.05,0.07,0.0,0.04,Luxembourg_2004
1363,2005,Luxembourg,LUX,24847697920.0,457848,0.57,0.37,0.42,0.377,2.829,8.392,0.0,0.069,12.087,0.04,0.0,0.05,0.08,0.0,0.04,Luxembourg_2005
1364,2006,Luxembourg,LUX,26033442816.0,465611,0.57,0.37,0.415,0.47,2.958,8.009,0.0,0.068,11.92,0.04,0.0,0.05,0.07,0.0,0.04,Luxembourg_2006
1365,2007,Luxembourg,LUX,28098930688.0,474917,0.58,0.37,0.41,0.408,2.731,7.698,0.0,0.07,11.317,0.04,0.0,0.05,0.07,0.0,0.04,Luxembourg_2007
1366,2008,Luxembourg,LUX,27632140288.0,485403,0.58,0.38,0.382,0.356,2.594,7.783,0.0,0.069,11.184,0.03,0.0,0.04,0.07,0.0,0.03,Luxembourg_2008
1368,2010,Luxembourg,LUX,27499366400.0,507890,0.58,0.37,0.371,0.332,2.842,7.593,0.0,0.069,11.207,0.03,0.0,0.05,0.07,0.0,0.03,Luxembourg_2010
1369,2011,Luxembourg,LUX,28088633344.0,519312,0.56,0.38,0.389,0.315,2.464,7.864,0.0,0.07,11.102,0.03,0.0,0.04,0.07,0.0,0.03,Luxembourg_2011
1370,2012,Luxembourg,LUX,27989147648.0,530855,0.55,0.36,0.381,0.286,2.5,7.632,0.0,0.067,10.866,0.03,0.0,0.04,0.07,0.0,0.03,Luxembourg_2012
1372,2014,Luxembourg,LUX,30743879680.0,554512,0.56,0.36,0.36,0.288,2.004,7.109,0.0,0.075,9.836,0.02,0.0,0.03,0.06,0.0,0.03,Luxembourg_2014
1373,2015,Luxembourg,LUX,31975024640.0,566741,0.56,0.36,0.329,0.288,1.828,6.826,0.0,0.077,9.348,0.02,0.0,0.03,0.06,0.0,0.03,Luxembourg_2015
1374,2016,Luxembourg,LUX,33357813760.0,579266,0.56,0.36,0.351,0.3,1.68,6.685,0.0,0.077,9.093,0.02,0.0,0.02,0.06,0.0,0.03,Luxembourg_2016
1375,2017,Luxembourg,LUX,33958649856.0,591914,0.57,0.37,0.371,0.282,1.658,6.874,0.0,0.076,9.261,0.02,0.0,0.02,0.06,0.0,0.03,Luxembourg_2017
1376,2018,Luxembourg,LUX,35015057408.0,604244,0.56,0.37,0.369,0.269,1.609,7.244,0.0,0.077,9.568,0.02,0.0,0.02,0.06,0.0,0.03,Luxembourg_2018
1378,1993,Malaysia,MYS,191825000000.0,19484900,22.52,7.43,3.425,5.386,22.027,50.29,5.591,0.0,86.719,0.62,0.06,0.54,0.55,2.39,0.38,Malaysia_1993
1379,1994,Malaysia,MYS,211033000000.0,19977508,23.49,7.5,4.007,6.232,22.391,52.787,5.214,0.0,90.631,0.68,0.07,0.55,0.57,2.2,0.39,Malaysia_1994
1381,1996,Malaysia,MYS,258687000000.0,21017620,24.21,7.52,4.79,7.738,36.25,59.043,5.62,0.001,113.442,0.75,0.09,0.82,0.61,2.37,0.47,Malaysia_1996
1382,1997,Malaysia,MYS,279680000000.0,21562790,25.81,8.42,5.207,6.375,35.442,69.242,5.818,0.001,122.085,0.79,0.07,0.8,0.71,2.4,0.5,Malaysia_1997
1383,1998,Malaysia,MYS,260987000000.0,22114646,34.76,10.02,5.325,6.284,35.94,59.701,6.987,0.001,114.238,0.81,0.07,0.8,0.61,3.02,0.47,Malaysia_1998
1384,1999,Malaysia,MYS,279023000000.0,22661292,25.29,8.72,5.48,5.207,37.959,52.824,6.822,0.0,108.291,0.8,0.06,0.82,0.52,3.05,0.44,Malaysia_1999
1385,2000,Malaysia,MYS,305416000000.0,23194252,26.15,8.87,6.588,7.874,49.671,56.153,5.917,1.42e-14,126.203,0.92,0.09,1.05,0.55,2.19,0.5,Malaysia_2000
1388,2003,Malaysia,MYS,349844000000.0,24698820,28.43,10.42,8.21,18.214,61.881,62.222,5.994,0.0,156.521,0.97,0.18,1.21,0.58,2.08,0.57,Malaysia_2003
1389,2004,Malaysia,MYS,376296000000.0,25190646,31.81,11.13,8.197,31.719,59.218,67.615,4.353,0.0,171.102,0.9,0.29,1.12,0.61,1.4,0.6,Malaysia_2004
1390,2005,Malaysia,MYS,397909000000.0,25690616,33.27,11.52,8.062,26.11,64.08,68.799,14.282,0.0,181.333,0.84,0.23,1.19,0.62,4.3,0.61,Malaysia_2005
1391,2006,Malaysia,MYS,423206000000.0,26201954,30.7,11.52,8.604,26.626,69.546,62.325,11.684,0.0,178.785,0.82,0.22,1.26,0.56,3.5,0.58,Malaysia_2006
1392,2007,Malaysia,MYS,453157000000.0,26720368,33.07,12.02,8.346,29.934,65.438,68.827,9.911,0.0,182.455,0.74,0.23,1.15,0.61,2.84,0.58,Malaysia_2007
1393,2008,Malaysia,MYS,478516000000.0,27236004,32.83,12.73,8.863,38.037,72.633,70.211,12.242,0.0,201.985,0.78,0.29,1.24,0.63,3.38,0.63,Malaysia_2008
1395,2010,Malaysia,MYS,514172000000.0,28208028,34.63,13.01,7.413,55.337,60.808,73.375,19.002,0.0,215.935,0.59,0.4,0.98,0.65,5.18,0.65,Malaysia_2010
1396,2011,Malaysia,MYS,545368000000.0,28650962,34.05,13.22,8.105,55.544,64.784,71.753,16.807,0.001,216.994,0.6,0.38,1.02,0.63,4.74,0.63,Malaysia_2011
1400,2015,Malaysia,MYS,670135000000.0,30270964,38.16,13.24,8.981,66.318,77.211,76.189,3.144,0.001,231.844,0.62,0.45,1.14,0.64,0.84,0.65,Malaysia_2015
1401,2016,Malaysia,MYS,698530000000.0,30684652,38.37,13.34,13.416,71.045,73.525,88.368,4.206,0.001,250.561,0.91,0.49,1.06,0.74,1.08,0.71,Malaysia_2016
1402,2017,Malaysia,MYS,738640000000.0,31104654,36.04,13.02,11.295,78.607,70.426,81.271,8.962,2.84e-14,250.561,0.75,0.54,0.99,0.67,2.12,0.7,Malaysia_2017
1403,2018,Malaysia,MYS,773659000000.0,31528034,37.94,12.38,12.016,84.147,84.261,82.891,8.915,0.0,272.229,0.77,0.57,1.13,0.68,2.16,0.74,Malaysia_2018
1404,1992,Mexico,MEX,902108000000.0,87075136,94.58,37.7,11.751,14.806,55.612,248.72,1.891,0.0,332.78,2.2,0.18,1.4,2.71,0.8,1.47,Mexico_1992
1406,1994,Mexico,MEX,972992000000.0,90156400,102.87,38.45,13.836,20.247,56.902,258.052,2.492,0.0,351.528,2.34,0.24,1.39,2.79,1.05,1.53,Mexico_1994
1409,1997,Mexico,MEX,1045710000000.0,94611008,106.28,37.98,12.907,25.574,65.772,252.202,12.19,0.0,368.645,1.96,0.28,1.49,2.58,5.02,1.52,Mexico_1997
1410,1998,Mexico,MEX,1105640000000.0,96056312,113.19,41.65,13.412,26.267,71.088,264.274,13.315,0.001,388.357,2.05,0.3,1.58,2.68,5.75,1.6,Mexico_1998
1411,1999,Mexico,MEX,1156620000000.0,97484824,108.38,39.61,13.901,26.003,69.803,271.403,9.405,0.001,390.516,2.03,0.3,1.51,2.69,4.2,1.59,Mexico_1999
1412,2000,Mexico,MEX,1241190000000.0,98899840,111.4,39.81,14.567,26.7,81.202,263.874,9.724,0.0,396.066,2.03,0.3,1.71,2.57,3.61,1.57,Mexico_2000
1413,2001,Mexico,MEX,1251500000000.0,100298152,108.52,39.02,14.059,30.638,82.887,275.577,7.537,0.0,410.698,1.88,0.34,1.73,2.66,2.77,1.61,Mexico_2001
1414,2002,Mexico,MEX,1275460000000.0,101684768,111.75,36.79,14.548,34.701,92.171,265.359,5.188,0.001,411.968,1.84,0.37,1.87,2.56,1.81,1.58,Mexico_2002
1415,2003,Mexico,MEX,1306680000000.0,103081024,116.71,38.39,14.65,42.458,101.903,273.195,5.551,0.001,437.758,1.73,0.41,2.0,2.56,1.93,1.6,Mexico_2003
1416,2004,Mexico,MEX,1373060000000.0,104514936,116.46,36.97,15.346,37.882,105.647,276.736,3.246,5.68e-14,438.857,1.69,0.35,2.01,2.51,1.04,1.53,Mexico_2004
1417,2005,Mexico,MEX,1427080000000.0,106005192,118.7,40.07,16.674,46.808,105.516,291.123,3.873,0.0,463.993,1.74,0.4,1.96,2.62,1.17,1.57,Mexico_2005
1418,2006,Mexico,MEX,1510630000000.0,107560160,121.59,39.1,17.818,50.288,117.937,284.689,5.833,0.0,476.565,1.7,0.41,2.14,2.54,1.75,1.56,Mexico_2006
1419,2007,Mexico,MEX,1572360000000.0,109170496,122.32,39.88,18.973,45.84,117.274,286.649,11.051,0.0,479.787,1.69,0.36,2.06,2.55,3.17,1.52,Mexico_2007
1420,2008,Mexico,MEX,1607400000000.0,110815272,123.93,39.29,18.638,40.784,118.567,288.397,26.593,0.001,492.98,1.64,0.31,2.02,2.57,7.34,1.54,Mexico_2008
1422,2010,Mexico,MEX,1637760000000.0,114092960,125.55,40.03,17.046,51.054,124.122,259.679,11.882,0.0,463.783,1.37,0.37,2.0,2.3,3.24,1.39,Mexico_2010
1424,2012,Mexico,MEX,1785370000000.0,117274160,127.97,42.47,18.411,49.223,135.727,290.158,2.781,0.0,496.3,1.34,0.33,2.09,2.52,0.76,1.42,Mexico_2012
1425,2013,Mexico,MEX,1810560000000.0,118827160,122.39,45.28,17.437,49.977,142.277,277.695,2.744,0.0,490.13,1.21,0.33,2.17,2.4,0.74,1.39,Mexico_2013
1426,2014,Mexico,MEX,1851270000000.0,120355144,129.96,39.42,18.259,48.944,138.503,269.275,6.148,0.0,481.129,1.22,0.32,2.08,2.31,1.61,1.35,Mexico_2014
1427,2015,Mexico,MEX,1899590000000.0,121858248,137.97,39.9,19.16,44.114,147.977,258.874,11.849,0.001,481.975,1.33,0.3,2.18,2.18,3.18,1.36,Mexico_2015
1429,2017,Mexico,MEX,1964640000000.0,124777328,136.99,44.93,17.96,48.53,143.251,245.84,4.269,0.0,459.849,1.2,0.34,2.01,2.03,1.01,1.28,Mexico_2017
1430,2018,Mexico,MEX,2006600000000.0,126190784,138.13,43.61,20.864,45.995,149.181,239.268,0.0,0.0,455.308,1.33,0.31,2.0,1.96,0.0,1.24,Mexico_2018
1431,1992,Moldova,MDA,24417024000.0,4376804,5.17,1.61,0.474,4.008,6.995,9.501,0.0,3.55e-15,20.978,0.09,0.05,0.18,0.1,0.0,0.09,Moldova_1992
1432,1993,Moldova,MDA,23693266944.0,4371155,4.76,1.5,0.406,3.836,5.218,6.386,0.0,0.0,15.846,0.07,0.04,0.13,0.07,0.0,0.07,Moldova_1993
1433,1994,Moldova,MDA,16084185088.0,4358790,5.0,1.44,0.328,3.697,5.023,3.378,0.0,0.001,12.427,0.06,0.04,0.12,0.04,0.0,0.05,Moldova_1994
1434,1995,Moldova,MDA,15569821696.0,4340602,4.91,1.46,0.249,2.246,5.859,3.052,0.0,0.0,11.405,0.04,0.03,0.14,0.03,0.0,0.05,Moldova_1995
1435,1996,Moldova,MDA,14391438336.0,4316225,4.93,1.39,0.193,1.982,6.701,2.81,0.0,0.001,11.687,0.03,0.02,0.15,0.03,0.0,0.05,Moldova_1996
1436,1997,Moldova,MDA,14366543872.0,4286477,4.4,1.06,0.27,0.997,3.466,2.568,0.0,0.0,7.301,0.04,0.01,0.08,0.03,0.0,0.03,Moldova_1997
1437,1998,Moldova,MDA,13191435264.0,4254835,4.03,0.89,0.215,0.983,3.12,2.126,0.0,0.0,6.444,0.03,0.01,0.07,0.02,0.0,0.03,Moldova_1998
1438,1999,Moldova,MDA,12519938048.0,4225835,4.03,0.82,0.211,0.447,2.607,1.419,0.0,0.001,4.685,0.03,0.01,0.06,0.01,0.0,0.02,Moldova_1999
